0x0L,MOV             W3, W1  ; Alternative name is '$x'
0x24L,ADD             X4, X0, #0x10
0x28L,ADD             X1, X1, #1
0x2cL,ADRP            X3, #mallocsa@PAGE
0x30L,ADD             X3, X3, #mallocsa@PAGEOFF
0x34L,UMULH           X1, X4, X1
0x38L,MOV             W5, #0xFB4A
0x3cL,MOVK            W5, #0x1415,LSL#16
0x40L,UBFM            X1, X1, #8, #0x3F
0x44L,STR             W5, [X2,#0xC]
0x48L,MOV             X0, X4
0x4cL,ADD             X1, X1, X1,LSL#8
0x50L,SUB             X1, X4, X1
0x54L,LDR             X5, [X3,X1,LSL#3]
0x58L,STR             X5, [X2]
0x5cL,STR             X4, [X3,X1,LSL#3]
0x60L,LDP             X29, X30, [SP+arg_0],#0x10
0x64L,RET
0x68L,MOV             X0, #0
0x6cL,RET
0x70L,MOV             X0, #0
0x74L,B               loc_60
0x78L,CBZ             X0, locret_90
0x7cL,LDUR            W2, [X0,#-4]
0x80L,MOV             W1, #0xFB4A
0x84L,MOVK            W1, #0x1415,LSL#16
0x88L,CMP             W2, W1
0x8cL,B.EQ            loc_98
0x90L,RET
0x94L,NOP
0x98L,MOV             X1, #0xFF00FF00FF00FF00
0x9cL,ADRP            X2, #mallocsa@PAGE
0xa0L,ADD             X3, X2, #mallocsa@PAGEOFF
0xa4L,ADD             X1, X1, #1
0xa8L,UMULH           X2, X0, X1
0xacL,UBFM            X1, X2, #8, #0x3F
0xb0L,ADD             X2, X1, X1,LSL#8
0xb4L,SUB             X1, X0, X2
0xb8L,LDR             X2, [X3,X1,LSL#3]
0xbcL,CBZ             X2, locret_90
0xc0L,CMP             X0, X2
0xc4L,B.NE            loc_D8
0xc8L,B               loc_F8
0xccL,NOP
0xd0L,B.EQ            loc_E8
0xd4L,MOV             X2, X1
0xd8L,LDUR            X1, [X2,#-0x10]
0xdcL,CMP             X0, X1
0xe0L,CBNZ            X1, loc_D0
0xe4L,B               locret_90
0xe8L,SUB             X2, X2, #0x10
0xecL,LDR             X1, [X0,#-0x10]!
0xf0L,STR             X1, [X2]
0xf4L,B               loc_F4
0xf8L,ADD             X2, X3, X1,LSL#3
0xfcL,B               loc_EC
0x0L,MOV             W0, #1  ; Alternative name is '$x'
0x4L,B               loc_4
0x8L,STP             X29, X30, [SP,#-0x10+var_50]!
0xcL,MOV             X29, SP
0x10L,STP             X25, X26, [SP,#0x50+var_10]
0x14L,MOV             X25, X1
0x18L,MOV             X26, X0
0x1cL,STP             X19, X20, [SP,#0x50+var_40]
0x20L,STP             X21, X22, [SP,#0x50+var_30]
0x24L,STP             X27, X28, [SP,#0x50+var_s0]
0x28L,STP             X23, X24, [SP,#0x50+var_20]
0x2cL,MOV             X28, X2
0x30L,MOV             X22, X3
0x34L,BL              sub_34
0x38L,LDR             X19, [X25]
0x3cL,CBZ             X19, loc_118
0x40L,MOV             X23, X0
0x44L,MOV             X21, X28
0x48L,MOV             W27, #0
0x4cL,MOV             X24, #0xFFFFFFFFFFFFFFFF
0x50L,MOV             X20, #0
0x54L,B               loc_78
0x118L,MOV             X0, #0xFFFFFFFFFFFFFFFF
0x11cL,B               loc_D0
0x5cL,BL              sub_5C
0x60L,CMP             W0, WZR
0x64L,CSINC           W27, W27, WZR, EQ
0x68L,ADD             X20, X20, #1
0x6cL,ADD             X21, X21, X22
0x70L,LDR             X19, [X25,X20,LSL#3]
0x74L,CBZ             X19, loc_C4
0x78L,MOV             X2, X23
0x7cL,MOV             X1, X26
0x80L,MOV             X0, X19
0x84L,BL              sub_84
0x88L,CBNZ            W0, loc_68
0x8cL,MOV             X0, X19
0x90L,BL              sub_90
0x94L,CMP             X23, X0
0x98L,MOV             X2, X22
0x9cL,MOV             X1, X21
0xa0L,MADD            X0, X24, X22, X28
0xa4L,B.EQ            loc_F8
0xa8L,CMN             X24, #1
0xacL,B.NE            loc_58
0xb0L,MOV             X24, X20
0xb4L,ADD             X20, X20, #1
0xb8L,ADD             X21, X21, X22
0xbcL,LDR             X19, [X25,X20,LSL#3]
0xc0L,CBNZ            X19, loc_78
0xc4L,MOV             X0, #0xFFFFFFFFFFFFFFFE
0xc8L,CMP             W27, WZR
0xccL,CSEL            X0, X24, X0, EQ
0xd0L,LDP             X19, X20, [SP,#arg_10]
0xd4L,LDP             X21, X22, [SP,#arg_20]
0xd8L,LDP             X23, X24, [SP,#arg_30]
0xdcL,LDP             X25, X26, [SP,#arg_40]
0xe0L,LDP             X27, X28, [SP,#arg_50]
0xe4L,LDP             X29, X30, [SP+arg_0],#0x60
0xe8L,RET
0xecL,NOP
0xf0L,MOV             W27, #1
0xf4L,B               loc_68
0xf8L,MOV             X0, X20
0xfcL,LDP             X19, X20, [SP,#arg_10]
0x100L,LDP             X21, X22, [SP,#arg_20]
0x104L,LDP             X23, X24, [SP,#arg_30]
0x108L,LDP             X25, X26, [SP,#arg_40]
0x10cL,LDP             X27, X28, [SP,#arg_50]
0x110L,LDP             X29, X30, [SP+arg_0],#0x60
0x114L,RET
0x58L,CBZ             X28, loc_F0
0x120L,STP             X29, X30, [SP,#-0x10+var_20]!
0x124L,CMN             X2, #1
0x128L,MOV             X29, SP
0x12cL,STR             X21, [SP,#0x20+var_s0]
0x130L,MOV             X21, X0
0x134L,STP             X19, X20, [SP,#0x20+var_10]
0x138L,B.EQ            loc_188
0x13cL,ADRP            X19, #__argmatch_die@PAGE
0x140L,ADD             X19, X19, #__argmatch_die@PAGEOFF
0x144L,MOV             X2, X1
0x148L,MOV             W0, #0
0x14cL,MOV             W1, #5
0x188L,ADRP            X19, #__argmatch_die@PAGE
0x18cL,ADD             X19, X19, #__argmatch_die@PAGEOFF
0x190L,B               loc_144
0x150L,BL              sub_150
0x154L,MOV             X20, X0
0x158L,MOV             X1, X21
0x15cL,MOV             W0, #1
0x160L,BL              sub_160
0x164L,LDR             X21, [SP,#arg_20]
0x168L,MOV             X3, X20
0x16cL,MOV             X2, X19
0x170L,LDP             X19, X20, [SP,#arg_10]
0x174L,LDP             X29, X30, [SP+arg_0],#0x30
0x178L,MOV             X4, X0
0x17cL,MOV             W1, #0
0x180L,MOV             W0, #0
0x184L,B               loc_184
0x198L,STP             X29, X30, [SP,#-0x10+var_50]!
0x19cL,MOV             X29, SP
0x1a0L,STP             X23, X24, [SP,#0x50+var_20]
0x1a4L,ADRP            X24, #__argmatch_die@PAGE
0x1a8L,STR             X27, [SP,#0x50+var_s0]
0x1acL,STP             X25, X26, [SP,#0x50+var_10]
0x1b0L,MOV             X25, X0
0x1b4L,ADRP            X0, #__argmatch_die@PAGE
0x1b8L,LDR             X3, [X24,#__argmatch_die@PAGEOFF]
0x1bcL,ADD             X0, X0, #__argmatch_die@PAGEOFF
0x1c0L,STP             X21, X22, [SP,#0x50+var_30]
0x1c4L,STP             X19, X20, [SP,#0x50+var_40]
0x1c8L,MOV             X22, X2
0x1ccL,MOV             X20, X1
0x1d0L,MOV             X2, #0x14
0x1d4L,MOV             X1, #1
0x1d8L,BL              sub_1D8
0x1dcL,LDR             X21, [X25]
0x1e0L,CBZ             X21, loc_25C
0x1e4L,ADRP            X26, #__argmatch_die@PAGE
0x1e8L,ADD             X26, X26, #__argmatch_die@PAGEOFF
0x1ecL,ADRP            X27, #__argmatch_die@PAGE
0x1f0L,ADD             X27, X27, #__argmatch_die@PAGEOFF
0x1f4L,MOV             X23, #0
0x1f8L,MOV             X19, #0
0x1fcL,B               loc_224
0x218L,BL              sub_218
0x21cL,LDR             X21, [X25,X19,LSL#3]
0x220L,CBZ             X21, loc_25C
0x224L,MOV             X1, X20
0x228L,MOV             X2, X22
0x22cL,MOV             X0, X23
0x230L,CBZ             X19, loc_200
0x200L,LDR             X0, [X24]
0x204L,ADD             X19, X19, #1
0x208L,MOV             X2, X21
0x20cL,MOV             X1, X26
0x210L,MOV             X23, X20
0x214L,ADD             X20, X20, X22
0x234L,BL              sub_234
0x238L,CBNZ            W0, loc_200
0x23cL,LDR             X0, [X24]
0x240L,ADD             X19, X19, #1
0x244L,MOV             X2, X21
0x248L,MOV             X1, X27
0x24cL,ADD             X20, X20, X22
0x250L,BL              sub_250
0x254L,LDR             X21, [X25,X19,LSL#3]
0x258L,CBNZ            X21, loc_224
0x25cL,LDR             X0, [X24]
0x260L,LDP             X1, X2, [X0,#0x28]
0x264L,CMP             X1, X2
0x268L,B.CS            loc_298
0x26cL,ADD             X2, X1, #1
0x270L,STR             X2, [X0,#0x28]
0x274L,MOV             W0, #0xA
0x278L,STRB            W0, [X1]
0x27cL,LDP             X19, X20, [SP,#arg_10]
0x280L,LDP             X21, X22, [SP,#arg_20]
0x284L,LDP             X23, X24, [SP,#arg_30]
0x288L,LDP             X25, X26, [SP,#arg_40]
0x28cL,LDR             X27, [SP,#arg_50]
0x290L,LDP             X29, X30, [SP+arg_0],#0x60
0x294L,RET
0x298L,LDP             X19, X20, [SP,#arg_10]
0x29cL,LDP             X21, X22, [SP,#arg_20]
0x2a0L,LDP             X23, X24, [SP,#arg_30]
0x2a4L,LDP             X25, X26, [SP,#arg_40]
0x2a8L,LDR             X27, [SP,#arg_50]
0x2acL,MOV             W1, #0xA
0x2b0L,LDP             X29, X30, [SP+arg_0],#0x60
0x2b4L,B               loc_2B4
0x2b8L,STP             X29, X30, [SP,#-0x10+var_30]!
0x2bcL,MOV             X29, SP
0x2c0L,STP             X19, X20, [SP,#0x30+var_20]
0x2c4L,STP             X21, X22, [SP,#0x30+var_10]
0x2c8L,MOV             X19, X2
0x2ccL,MOV             X22, X1
0x2d0L,MOV             X20, X3
0x2d4L,MOV             X1, X19
0x2d8L,STP             X23, X24, [SP,#0x30+var_s0]
0x2dcL,MOV             X3, X4
0x2e0L,MOV             X24, X0
0x2e4L,MOV             X2, X20
0x2e8L,MOV             X0, X22
0x2ecL,MOV             X21, X4
0x2f0L,MOV             X23, X5
0x2f4L,BL              sub_2F4
0x2f8L,TBNZ            X0, #0x3F, loc_310
0x2fcL,LDP             X19, X20, [SP,#arg_10]
0x300L,LDP             X21, X22, [SP,#arg_20]
0x304L,LDP             X23, X24, [SP,#arg_30]
0x308L,LDP             X29, X30, [SP+arg_0],#0x40
0x30cL,RET
0x310L,MOV             X2, X0
0x314L,MOV             X1, X22
0x318L,MOV             X0, X24
0x31cL,BL              sub_31C
0x320L,MOV             X0, X19
0x324L,MOV             X2, X21
0x328L,MOV             X1, X20
0x32cL,BL              sub_32C
0x330L,BLR             X23
0x334L,MOV             X0, #0xFFFFFFFFFFFFFFFF
0x338L,B               loc_2FC
0x340L,STP             X29, X30, [SP,#-0x10+var_30]!
0x344L,MOV             X29, SP
0x348L,STP             X21, X22, [SP,#0x30+var_10]
0x34cL,LDR             X22, [X1]
0x350L,STP             X19, X20, [SP,#0x30+var_20]
0x354L,STR             X23, [SP,#0x30+var_s0]
0x358L,CBZ             X22, loc_390
0x35cL,MOV             X21, X3
0x360L,MOV             X23, X0
0x364L,MOV             X19, X2
0x368L,ADD             X20, X1, #8
0x36cL,B               loc_378
0x370L,LDR             X22, [X20],#8
0x374L,CBZ             X22, loc_390
0x378L,MOV             X1, X19
0x37cL,MOV             X2, X21
0x380L,MOV             X0, X23
0x384L,ADD             X19, X19, X21
0x388L,BL              sub_388
0x38cL,CBNZ            W0, loc_370
0x390L,MOV             X0, X22
0x394L,LDR             X23, [SP,#arg_30]
0x398L,LDP             X19, X20, [SP,#arg_10]
0x39cL,LDP             X21, X22, [SP,#arg_20]
0x3a0L,LDP             X29, X30, [SP+arg_0],#0x40
0x3a4L,RET
0x0L,STP             X29, X30, [SP,#-0x10+var_F0]!; Alternative name is '$x'
0x4L,MOV             X29, SP
0x8L,ADD             X8, X29, #0x100
0xcL,ADD             X9, X29, #0xD0
0x10L,STR             Q0, [X29,#0xF0+var_A0]
0x14L,STP             X8, X8, [X29,#0xF0+var_C0]
0x18L,MOV             W8, #0xFFFFFFD8
0x1cL,STR             X9, [X29,#0xF0+var_B0]
0x20L,STR             W8, [X29,#0xF0+var_A8]
0x24L,MOV             W8, #0xFFFFFF80
0x28L,STR             W8, [X29,#0xF0+var_A4]
0x2cL,STP             X3, X4, [X29,#0xF0+var_18]
0x30L,STP             X5, X6, [X29,#0xF0+var_8]
0x34L,LDP             X8, X9, [X29,#0xF0+var_C0]
0x38L,LDP             X4, X5, [X29,#0xF0+var_B0]
0x3cL,ADD             X3, X29, #0x10
0x40L,STR             X7, [X29,#0xF0+var_s8]
0x44L,STR             Q1, [X29,#0xF0+var_90]
0x48L,STR             Q2, [X29,#0xF0+var_80]
0x4cL,STR             Q3, [X29,#0xF0+var_70]
0x50L,STR             Q4, [X29,#0xF0+var_60]
0x54L,STR             Q5, [X29,#0xF0+var_50]
0x58L,STR             Q6, [X29,#0xF0+var_40]
0x5cL,STR             Q7, [X29,#0xF0+var_30]
0x60L,STP             X8, X9, [X29,#0xF0+var_E0]
0x64L,STP             X4, X5, [X29,#0xF0+var_D0]
0x68L,BL              sub_68
0x6cL,LDP             X29, X30, [SP+arg_0],#0x100
0x70L,RET
0x0L,STP             X29, X30, [SP,#-0x10+var_10]!; Alternative name is '$x'
0x4L,ADRP            X2, #get_version.part.0@PAGE
0x8L,MOV             X4, #4
0xcL,MOV             X29, SP
0x10L,STR             X19, [SP,#0x10+var_s0]
0x14L,ADRP            X19, #get_version.part.0@PAGE
0x18L,ADD             X19, X19, #get_version.part.0@PAGEOFF
0x1cL,LDR             X5, [X2,#get_version.part.0@PAGEOFF]
0x20L,MOV             X3, X19
0x24L,ADD             X2, X19, #0x20
0x28L,BL              sub_28
0x2cL,LDR             W0, [X19,X0,LSL#2]
0x30L,LDR             X19, [SP,#arg_10]
0x34L,LDP             X29, X30, [SP+arg_0],#0x20
0x38L,RET
0x40L,STP             X29, X30, [SP,#-0x10+var_90]!
0x44L,MOV             X29, SP
0x48L,STP             X19, X20, [SP,#0x90+var_80]
0x4cL,STP             X21, X22, [SP,#0x90+var_70]
0x50L,STP             X27, X28, [SP,#0x90+var_40]
0x54L,STP             X23, X24, [SP,#0x90+var_60]
0x58L,MOV             W28, W1
0x5cL,MOV             X22, X0
0x60L,STP             X25, X26, [SP,#0x90+var_50]
0x64L,BL              sub_64
0x68L,MOV             X21, X0
0x6cL,ADRP            X27, #get_version.part.0@PAGE
0x70L,LDR             X0, [X27,#get_version.part.0@PAGEOFF]
0x74L,MOV             X23, #9
0x78L,ADD             X19, X21, #1
0x7cL,BL              sub_7C
0x80L,ADD             X26, X0, #1
0x84L,CMP             X26, #9
0x88L,CSEL            X23, X26, X23, CS
0x8cL,ADD             X0, X23, X19
0x90L,STR             X0, [X29,#0x98]
0x94L,BL              sub_94
0x98L,MOV             X20, X0
0x9cL,MOV             X2, X19
0xa0L,MOV             X1, X22
0xa4L,BL              sub_A4
0xa8L,CMP             W28, #1
0xacL,B.EQ            loc_310
0xb0L,MOV             X0, X20
0x310L,LDR             X1, [X27,#get_version.part.0@PAGEOFF]
0x314L,MOV             X2, X26
0x318L,ADD             X0, X20, X21
0xb4L,BL              sub_B4
0xb8L,MOV             X24, X0
0xbcL,BL              sub_BC
0xc0L,MOV             X22, X0
0xc4L,ADRP            X0, #get_version.part.0@PAGE
0xc8L,ADD             X0, X0, #get_version.part.0@PAGEOFF
0xccL,LDRH            W25, [X24]
0xd0L,LDRH            W0, [X0]
0xd4L,STRH            W0, [X24]
0xd8L,MOV             X0, X20
0xdcL,BL              sub_DC
0xe0L,MOV             X19, X0
0xe4L,ADRP            X0, #get_version.part.0@PAGE
0xe8L,ADD             X0, X0, #get_version.part.0@PAGEOFF
0xecL,ADD             X1, X24, X22
0xf0L,STRH            W25, [X24]
0xf4L,LDR             W2, [X0]
0xf8L,STR             W2, [X24,X22]
0xfcL,LDUR            W0, [X0,#1]
0x100L,STUR            W0, [X1,#1]
0x104L,CBZ             X19, loc_308
0x108L,MOV             X0, #1
0x10cL,STR             X0, [X29,#0x88]
0x110L,MOV             W0, #2
0x114L,ADD             X25, X22, #4
0x118L,STR             W0, [X29,#0x94]
0x11cL,SUB             X24, X24, X20
0x120L,ADD             X0, X21, #3
0x124L,ADD             X22, X22, #2
0x128L,STR             X0, [X29,#0x80]
0x12cL,MOV             X0, X19
0x308L,CMP             W28, #2
0x30cL,B.NE            loc_2C4
0x130L,BL              sub_130
0x134L,CBZ             X0, loc_2B0
0x138L,LDR             X1, [X0]
0x13cL,CBZ             X1, loc_12C
0x140L,ADD             X23, X0, #0x13
0x144L,MOV             X0, X23
0x2b0L,MOV             X0, X19
0x148L,BL              sub_148
0x14cL,CMP             X0, X25
0x150L,B.CC            loc_12C
0x154L,MOV             X2, X22
0x158L,MOV             X1, X23
0x15cL,ADD             X0, X20, X24
0x160L,BL              sub_160
0x164L,CBNZ            W0, loc_12C
0x168L,LDRB            W1, [X23,X22]
0x16cL,ADD             X3, X23, X22
0x170L,SUB             W0, W1, #0x31
0x174L,UBFM            W0, W0, #0, #7
0x178L,CMP             W0, #8
0x17cL,B.HI            loc_12C
0x180L,LDRB            W0, [X3,#1]
0x184L,CMP             W1, #0x39
0x188L,CSET            W5, EQ
0x18cL,MOV             X4, #1
0x190L,SUB             W1, W0, #0x30
0x194L,CMP             W1, #9
0x198L,B.HI            loc_1BC
0x19cL,ADD             X4, X4, #1
0x1a0L,CMP             W0, #0x39
0x1a4L,CSET            W0, EQ
0x1a8L,AND             W5, W5, W0
0x1acL,LDRB            W0, [X3,X4]
0x1b0L,SUB             W1, W0, #0x30
0x1b4L,CMP             W1, #9
0x1b8L,B.LS            loc_19C
0x1bcL,CMP             W0, #0x7E
0x1c0L,B.NE            loc_12C
0x1c4L,ADD             X0, X3, X4
0x1c8L,LDRB            W0, [X0,#1]
0x1ccL,CBNZ            W0, loc_12C
0x1d0L,LDR             X0, [X29,#0x88]
0x1d4L,CMP             X0, X4
0x1d8L,B.CS            loc_3D0
0x1dcL,LDR             X1, [X29,#0x80]
0x1e0L,UBFM            W2, W5, #0, #7
0x1e4L,ADD             X0, X2, X4
0x1e8L,STR             X0, [X29,#0x88]
0x1ecL,ADD             X0, X1, X0
0x1f0L,LDR             X1, [X29,#0x98]
0x1f4L,STR             W5, [X29,#0x94]
0x1f8L,CMP             X0, X1
0x1fcL,B.CC            loc_238
0x200L,MOV             X1, #0xFFFFFFFFFFFFFFFF
0x204L,UDIV            X1, X1, X0
0x208L,CMP             X1, #1
0x20cL,B.LS            sub_40C
0x210L,ADD             X0, X0, X0
0x214L,STR             X3, [X29,#0x78]
0x218L,MOV             X1, X0
0x21cL,MOV             X0, X20
0x220L,STP             X2, X4, [X29,#0x68]
0x224L,STR             X1, [X29,#0x98]
0x3d0L,B.NE            loc_12C
0x3d4L,ADD             X0, X21, #2
0x3d8L,LDR             X2, [X29,#0x88]
0x3dcL,MOV             X1, X3
0x3e0L,ADD             X0, X20, X0
0x3e4L,STR             X4, [X29,#0x68]
0x3e8L,STR             W5, [X29,#0x70]
0x3ecL,STR             X3, [X29,#0x78]
0x228L,BL              sub_228
0x22cL,LDP             X2, X4, [X29,#0x68]
0x230L,LDR             X3, [X29,#0x78]
0x234L,MOV             X20, X0
0x238L,MOV             W0, #0x2E
0x23cL,STRB            W0, [X20,X21]
0x240L,ADD             X0, X20, X21
0x244L,MOV             X1, X3
0x248L,ADD             X5, X0, #2
0x24cL,MOV             W3, #0x7E
0x250L,ADD             X5, X5, X2
0x254L,ADD             X2, X4, #2
0x258L,STRB            W3, [X0,#1]
0x25cL,MOV             W3, #0x30
0x260L,STRB            W3, [X0,#2]
0x264L,MOV             X0, X5
0x268L,STR             X4, [X29,#0x78]
0x26cL,STR             W3, [X29,#0x70]
0x270L,BL              sub_270
0x274L,LDR             X4, [X29,#0x78]
0x278L,ADD             X4, X0, X4
0x27cL,SUB             X0, X4, #1
0x280L,LDURB           W1, [X4,#-1]
0x284L,CMP             W1, #0x39
0x288L,B.NE            loc_2A4
0x28cL,LDR             W3, [X29,#0x70]
0x290L,MOV             W2, W3
0x294L,STRB            W2, [X0]
0x298L,LDRB            W1, [X0,#-1]!
0x29cL,CMP             W1, #0x39
0x2a0L,B.EQ            loc_294
0x2a4L,ADD             W1, W1, #1
0x2a8L,STRB            W1, [X0]
0x2acL,B               loc_12C
0x2b4L,BL              sub_2B4
0x2b8L,LDR             W0, [X29,#0x94]
0x2bcL,CMP             W0, #1
0x2c0L,B.NE            loc_300
0x2c4L,MOV             X0, X20
0x300L,CMP             W0, #2
0x304L,B.NE            loc_2E0
0x2c8L,BL              sub_2C8
0x2ccL,MOV             X19, X0
0x2d0L,BL              sub_2D0
0x2d4L,CMP             X0, #0xE
0x2d8L,MOV             X22, X0
0x2dcL,B.HI            loc_33C
0x2e0L,MOV             X0, X20
0x2e4L,LDP             X19, X20, [SP,#arg_10]
0x2e8L,LDP             X21, X22, [SP,#arg_20]
0x2ecL,LDP             X23, X24, [SP,#arg_30]
0x2f0L,LDP             X25, X26, [SP,#arg_40]
0x2f4L,LDP             X27, X28, [SP,#arg_50]
0x2f8L,LDP             X29, X30, [SP+arg_0],#0xA0
0x2fcL,RET
0x31cL,BL              sub_31C
0x320L,MOV             X0, X20
0x324L,BL              sub_324
0x328L,MOV             X19, X0
0x32cL,BL              sub_32C
0x330L,CMP             X0, #0xE
0x334L,MOV             X22, X0
0x338L,B.LS            loc_2E0
0x33cL,ADRP            X0, #get_version.part.0@PAGE
0x340L,ADD             X0, X0, #get_version.part.0@PAGEOFF
0x344L,LDRH            W24, [X19]
0x348L,LDRH            W0, [X0]
0x34cL,STRH            W0, [X19]
0x350L,BL              sub_350
0x354L,MOV             X23, X0
0x358L,MOV             W1, #3
0x35cL,MOV             X0, X20
0x360L,STR             WZR, [X23]
0x364L,BL              sub_364
0x368L,TBNZ            X0, #0x3F, loc_3C0
0x36cL,MOV             X1, X0
0x370L,STRH            W24, [X19]
0x374L,CMP             X22, X1
0x378L,B.LS            loc_2E0
0x37cL,ADD             X21, X20, X21
0x380L,SUB             X0, X1, #1
0x384L,SUB             X21, X21, X19
0x388L,MOV             W2, #0x7E
0x38cL,CMP             X21, X1
0x390L,CSEL            X21, X0, X21, CS
0x394L,ADD             X0, X19, X21
0x398L,STRB            W2, [X19,X21]
0x39cL,STRB            WZR, [X0,#1]
0x3a0L,MOV             X0, X20
0x3a4L,LDP             X19, X20, [SP,#arg_10]
0x3a8L,LDP             X21, X22, [SP,#arg_20]
0x3acL,LDP             X23, X24, [SP,#arg_30]
0x3b0L,LDP             X25, X26, [SP,#arg_40]
0x3b4L,LDP             X27, X28, [SP,#arg_50]
0x3b8L,LDP             X29, X30, [SP+arg_0],#0xA0
0x3bcL,RET
0x3c0L,LDR             W2, [X23]
0x3c4L,MOV             X1, #0xFF
0x3c8L,CBNZ            W2, loc_370
0x3ccL,B               loc_36C
0x3f0L,BL              sub_3F0
0x3f4L,CMP             W0, WZR
0x3f8L,LDR             W5, [X29,#0x70]
0x3fcL,LDR             X4, [X29,#0x68]
0x400L,LDR             X3, [X29,#0x78]
0x404L,B.GT            loc_12C
0x408L,B               loc_1DC
0x40cL,BL              sub_40C
0x410L,CBZ             X1, loc_41C
0x414L,LDRB            W2, [X1]
0x418L,CBNZ            W2, loc_428
0x41cL,MOV             W0, #2
0x420L,RET
0x424L,NOP
0x428L,B               get_version.part.0
0x430L,STP             X29, X30, [SP,#-0x10+var_s0]!
0x434L,MOV             X29, SP
0x438L,CBZ             X1, loc_450
0x43cL,LDRB            W2, [X1]
0x440L,CBZ             W2, loc_450
0x444L,LDP             X29, X30, [SP+var_s0],#0x10
0x448L,B               get_version.part.0
0x44cL,NOP
0x450L,ADRP            X0, #get_version.part.0@PAGE
0x454L,ADD             X0, X0, #get_version.part.0@PAGEOFF
0x458L,BL              sub_458
0x45cL,CBZ             X0, loc_468
0x460L,LDRB            W1, [X0]
0x464L,CBNZ            W1, loc_478
0x468L,MOV             W0, #2
0x46cL,LDP             X29, X30, [SP+arg_0],#0x10
0x470L,RET
0x474L,NOP
0x478L,ADRP            X2, #get_version.part.0@PAGE
0x47cL,MOV             X1, X0
0x480L,LDP             X29, X30, [SP+arg_0],#0x10
0x484L,ADD             X0, X2, #get_version.part.0@PAGEOFF
0x488L,B               get_version.part.0
0x0L,SUB             X7, X3, #4; Alternative name is '$x'
0x4L,ADD             X2, X2, #4
0x8L,ADRP            X8, #base64_encode@PAGE
0xcL,MOV             W9, #0x3D
0x10L,B               loc_84
0x14L,NOP
0x18L,LDRB            W6, [X0,#1]
0x1cL,CMP             X3, #2
0x20L,ADD             W4, W4, W6,LSR#4
0x24L,AND             X4, X4, #0x3F
0x28L,LDRB            W4, [X5,X4]
0x2cL,STURB           W4, [X2,#-3]
0x30L,B.EQ            locret_FC
0x34L,CMP             X1, #2
0x38L,UBFM            W6, W6, #0x1E, #0x1D
0x3cL,B.EQ            loc_E8
0x40L,LDRB            W4, [X0,#2]
0x44L,CMP             X3, #3
0x48L,ADD             W6, W6, W4,LSR#6
0x4cL,AND             X6, X6, #0x3F
0x50L,LDRB            W6, [X5,X6]
0x54L,STURB           W6, [X2,#-2]
0x58L,B.EQ            locret_118
0x5cL,AND             X4, X4, #0x3F
0x60L,LDRB            W4, [X5,X4]
0x64L,STURB           W4, [X2,#-1]
0x68L,CBZ             X7, locret_114
